,url,title,genre,cag_rating,cag_release,tomatoScore,popcornScore
/m/bin_roye,/m/bin_roye,Bin Roye,"[""Drama"",""Romance""]",NR,2015,null,74
/m/1023963-wonderland,/m/1023963-wonderland,Wonderland,"[""Drama""]",R,1988,null,100
/m/who_framed_roger_rabbit,/m/who_framed_roger_rabbit,Who Framed Roger Rabbit,"[""Action & Adventure"",""Animation"",""Comedy"",""Kids & Family"",""Mystery & Suspense""]",PG,1988,97,84
/m/burton_and_taylor,/m/burton_and_taylor,Burton And Taylor,"[""Drama""]",PG,2013,100,62
/m/hell_and_back,/m/hell_and_back,Hell & Back,"[""Animation"",""Comedy""]",R,2015,null,33
/m/the_man_who_knew_too_much,/m/the_man_who_knew_too_much,The Man Who Knew Too Much,"[""Art House & International"",""Classics"",""Mystery & Suspense""]",PG,1935,88,68
/m/pups,/m/pups,Pups,"[""Action & Adventure"",""Drama"",""Kids & Family"",""Mystery & Suspense""]",R,1999,90,73
/m/undertow,/m/undertow,Undertow,"[""Drama"",""Mystery & Suspense""]",R,2004,55,62
/m/bee_season,/m/bee_season,Bee Season,"[""Drama""]",PG-13,2005,42,35
/m/1048287-white_cargo,/m/1048287-white_cargo,White Cargo,"[""Classics"",""Drama""]",NR,1942,null,16
/m/roommates,/m/roommates,Roommates,"[""Comedy""]",PG,1995,29,57
/m/requiem_for_murder,/m/requiem_for_murder,Requiem for Murder,"[""Horror"",""Mystery & Suspense""]",PG-13,2005,null,75
/m/lady_snowblood_love_song_of_vengeance,/m/lady_snowblood_love_song_of_vengeance,Lady Snowblood 2: Love Song of Vengeance (Shura-yuki-hime: Urami Renga),"[""Action & Adventure"",""Art House & International"",""Drama"",""Mystery & Suspense""]",R,1974,null,59
/m/the_resurrection_of_jake_the_snake_roberts,/m/the_resurrection_of_jake_the_snake_roberts,The Resurrection of Jake The Snake Roberts,"[""Documentary""]",NR,2015,null,86
/m/the_art_of_racing_in_the_rain,/m/the_art_of_racing_in_the_rain,The Art of Racing in the Rain,"[""Drama""]",PG,2019,44,94
/m/cherry_bomb,/m/cherry_bomb,Cherry Bomb,"[""Drama""]",NR,2004,50,42
/m/snake_and_mongooe,/m/snake_and_mongooe,Snake & Mongoo$e,"[""Drama""]",PG-13,2013,80,71
/m/the_bag_man,/m/the_bag_man,The Bag Man,"[""Drama""]",R,2014,9,22
/m/i_know_what_you_did_last_summer,/m/i_know_what_you_did_last_summer,I Know What You Did Last Summer,"[""Horror""]",R,1997,42,40
/m/sawdust_and_tinsel,/m/sawdust_and_tinsel,Sawdust and Tinsel,"[""Art House & International"",""Drama""]",NR,1953,100,84
/m/late_for_dinner,/m/late_for_dinner,Late for Dinner,"[""Comedy"",""Drama"",""Science Fiction & Fantasy""]",PG,1991,58,65
/m/1203424-blackout,/m/1203424-blackout,Blackout,"[""Horror"",""Mystery & Suspense""]",R,2008,null,20
/m/1005673-dentist,/m/1005673-dentist,The Dentist,"[""Comedy""]",PG,1932,100,68
/m/equus,/m/equus,Equus,"[""Drama"",""Horror"",""Mystery & Suspense""]",R,1977,63,78
/m/the_lazarus_effect,/m/the_lazarus_effect,The Lazarus Effect,"[""Horror""]",PG-13,2015,16,23
/m/hurlevent,/m/hurlevent,Wuthering Heights (Hurlevent),"[""Drama"",""Romance""]",NR,1985,null,73
/m/joy-division-voros-vijar,/m/joy-division-voros-vijar,Joy Division (Vörös Vihar),"[""Art House & International"",""Drama""]",NR,2006,null,49
/m/line_of_beauty,/m/line_of_beauty,The Line of Beauty,"[""Drama"",""Television""]",NR,2006,null,75
/m/secrecy,/m/secrecy,Secrecy,"[""Documentary"",""Drama"",""Special Interest""]",NR,2008,94,56
/m/hollow_in_the_land,/m/hollow_in_the_land,Hollow in the Land,"[""Drama""]",NR,2017,57,57
/m/beethovens_big_break,/m/beethovens_big_break,Beethoven's Big Break,"[""Comedy"",""Kids & Family""]",PG,2008,null,42
/m/bob_and_the_monster_2012,/m/bob_and_the_monster_2012,Bob And The Monster,"[""Documentary"",""Special Interest""]",NR,2013,null,79
/m/the_swan_princess_ii_escape_from_castle_mountain,/m/the_swan_princess_ii_escape_from_castle_mountain,The Swan Princess II: Escape from Castle Mountain,"[""Animation"",""Kids & Family"",""Science Fiction & Fantasy""]",G,1997,40,46
/m/the_house_that_jack_built_2018,/m/the_house_that_jack_built_2018,The House That Jack Built,"[""Drama"",""Horror"",""Mystery & Suspense""]",R,2018,58,66
/m/tsunami_the_aftermath,/m/tsunami_the_aftermath,"Tsunami, The Aftermath","[""Drama"",""Television""]",NR,2006,null,69
/m/warriors-peacekeepers,/m/warriors-peacekeepers,Warriors (Peacekeepers),"[""Drama"",""Special Interest"",""Television""]",PG,1999,null,95
/m/after_the_wedding,/m/after_the_wedding,Efter brylluppet (After the Wedding),"[""Art House & International"",""Drama""]",R,2006,88,87
/m/born_losers,/m/born_losers,Born Losers,"[""Action & Adventure"",""Art House & International"",""Classics"",""Drama"",""Mystery & Suspense""]",PG,1967,60,64
/m/the_dawning,/m/the_dawning,The Dawning,"[""Art House & International"",""Drama""]",PG,1988,null,50
/m/surfer_dude,/m/surfer_dude,"Surfer, Dude","[""Comedy""]",R,2008,null,26
/m/ironclad,/m/ironclad,Ironclad,"[""Action & Adventure""]",R,2011,42,41
/m/black_serenade,/m/black_serenade,Tuno negro (Black Serenade),"[""Art House & International"",""Drama"",""Horror""]",R,2001,null,21
/m/attack_on_titan_part_2,/m/attack_on_titan_part_2,Attack On Titan: Part 2 (Shingeki no kyojin endo obu za warudo),"[""Action & Adventure"",""Drama"",""Horror"",""Science Fiction & Fantasy""]",NR,2015,50,35
/m/you_are_alone,/m/you_are_alone,You Are Alone,"[""Art House & International"",""Drama""]",R,2005,null,67
/m/let_the_devil_wear_black,/m/let_the_devil_wear_black,Let the Devil Wear Black,"[""Drama"",""Mystery & Suspense""]",R,1999,57,29
/m/bullet_to_beijing,/m/bullet_to_beijing,Bullet to Beijing,"[""Action & Adventure"",""Mystery & Suspense""]",R,1995,null,35
/m/sherlock_holmes_faces_death,/m/sherlock_holmes_faces_death,Sherlock Holmes Faces Death,"[""Classics"",""Drama"",""Horror"",""Mystery & Suspense""]",G,1943,null,71
/m/charlies_country,/m/charlies_country,Charlie's Country,"[""Art House & International"",""Drama""]",NR,2015,95,85
/m/sunshine,/m/sunshine,Sunshine,"[""Drama"",""Science Fiction & Fantasy""]",R,2007,76,73
/m/1108799-score,/m/1108799-score,The Score,"[""Action & Adventure"",""Drama""]",R,2001,73,67
/m/lady_and_the_highwayman,/m/lady_and_the_highwayman,The Lady and the Highwayman,"[""Action & Adventure"",""Drama"",""Television"",""Romance""]",PG,1989,null,46
/m/raw_force,/m/raw_force,Raw Force,"[""Action & Adventure"",""Comedy"",""Horror""]",R,1982,null,41
/m/3_ninjas_knuckle_up,/m/3_ninjas_knuckle_up,3 Ninjas Knuckle Up,"[""Action & Adventure"",""Comedy"",""Kids & Family""]",PG-13,1995,null,40
/m/your_friends_and_neighbors,/m/your_friends_and_neighbors,Your Friends & Neighbors,"[""Art House & International"",""Comedy"",""Drama""]",R,1998,77,64
/m/1060720-kiss_of_death,/m/1060720-kiss_of_death,Kiss of Death,"[""Action & Adventure"",""Drama"",""Mystery & Suspense""]",R,1995,68,38
/m/lisboa,/m/lisboa,Lisboa (Lisbon),"[""Art House & International"",""Mystery & Suspense""]",NR,1999,null,27
/m/1053969-variety,/m/1053969-variety,Varieté (Variety) (Jealousy),"[""Art House & International"",""Classics"",""Drama""]",NR,1925,100,88
/m/michael_jacksons_journey_from_motown_to_off_the_wall,/m/michael_jacksons_journey_from_motown_to_off_the_wall,Michael Jackson's Journey From Motown to Off the Wall,"[""Documentary""]",NR,2016,93,90
/m/big_fix,/m/big_fix,The Big Fix,"[""Comedy"",""Drama"",""Mystery & Suspense""]",PG,1978,86,52
/m/freeze_me,/m/freeze_me,Freeze Me,"[""Art House & International"",""Drama"",""Mystery & Suspense""]",NR,2001,55,43
/m/bowfinger,/m/bowfinger,Bowfinger,"[""Comedy""]",PG-13,1999,81,61
/m/on_chesil_beach,/m/on_chesil_beach,On Chesil Beach,"[""Drama"",""Romance""]",R,2018,67,64
/m/1178348-the_last_time,/m/1178348-the_last_time,The Last Time,"[""Comedy"",""Drama""]",R,2007,35,39
/m/1073412-titanic,/m/1073412-titanic,Titanic,"[""Action & Adventure"",""Classics"",""Drama"",""Television""]",PG-13,1996,null,71
/m/siren_2011,/m/siren_2011,Siren,"[""Art House & International"",""Horror"",""Mystery & Suspense""]",R,2011,null,13
/m/my_tutor,/m/my_tutor,My Tutor,"[""Comedy"",""Drama""]",R,1983,null,36
/m/1066050-party_girl,/m/1066050-party_girl,Party Girl,"[""Art House & International"",""Comedy"",""Romance""]",R,1995,78,76
/m/1068182-heat,/m/1068182-heat,Heat,"[""Action & Adventure"",""Mystery & Suspense""]",R,1995,86,94
/m/the_guard_2011,/m/the_guard_2011,The Guard,"[""Comedy"",""Mystery & Suspense""]",R,2011,94,81
/m/bitter_sweetheart,/m/bitter_sweetheart,Bitter Sweetheart,"[""Art House & International"",""Comedy"",""Drama""]",NR,2007,null,45
/m/susan_lenox_her_fall_and_rise,/m/susan_lenox_her_fall_and_rise,Susan Lenox: Her Fall and Rise,"[""Action & Adventure"",""Drama"",""Romance""]",NR,1931,null,60
/m/nitro,/m/nitro,Nitro,"[""Action & Adventure""]",G,2007,null,49
/m/in_a_savage_land,/m/in_a_savage_land,In a Savage Land,"[""Drama""]",R,1999,null,59
/m/frankie_and_johnny_are_married,/m/frankie_and_johnny_are_married,Frankie and Johnny Are Married,"[""Comedy"",""Drama""]",R,2004,67,41
/m/arctic_blue,/m/arctic_blue,Arctic Blue,"[""Action & Adventure"",""Mystery & Suspense""]",R,1993,null,17
/m/flint,/m/flint,Flint,"[""Drama""]",NR,2017,67,50
/m/1011392-kansas,/m/1011392-kansas,Kansas,"[""Action & Adventure"",""Drama"",""Mystery & Suspense""]",R,1988,20,19
/m/1011813-lady_vanishes,/m/1011813-lady_vanishes,The Lady Vanishes,"[""Classics"",""Mystery & Suspense""]",PG,1938,98,88
/m/multiplicity,/m/multiplicity,Multiplicity,"[""Comedy"",""Science Fiction & Fantasy""]",PG-13,1996,43,48
/m/love_101,/m/love_101,Love 101,"[""Comedy"",""Drama""]",R,2000,null,27
/m/sexo-por-compasion,/m/sexo-por-compasion,Sexo por compasión (Compassionate Sex),"[""Art House & International"",""Drama""]",NR,2001,null,79
/m/fear_and_loathing_in_las_vegas,/m/fear_and_loathing_in_las_vegas,Fear and Loathing in Las Vegas,"[""Comedy"",""Drama"",""Special Interest""]",R,1998,49,89
/m/lymelife,/m/lymelife,Lymelife,"[""Drama""]",R,2008,63,52
/m/a-quiet-place-in-the-country-un-tranquillo-posto-in-campagna,/m/a-quiet-place-in-the-country-un-tranquillo-posto-in-campagna,A Quiet Place in the Country (Un tranquillo posto di campagna),"[""Art House & International"",""Horror"",""Mystery & Suspense""]",R,1968,null,54
/m/rush_hour,/m/rush_hour,Rush Hour,"[""Action & Adventure"",""Comedy""]",PG-13,1998,60,78
/m/10011582-TRON_legacy,/m/10011582-TRON_legacy,Tron Legacy,"[""Action & Adventure"",""Science Fiction & Fantasy""]",PG,2010,51,63
/m/its-love-im-after,/m/its-love-im-after,It's Love I'm After,"[""Classics"",""Comedy"",""Romance""]",NR,1937,null,82
/m/1175178-jane_austen_book_club,/m/1175178-jane_austen_book_club,The Jane Austen Book Club,"[""Comedy"",""Drama"",""Romance""]",PG-13,2007,66,67
/m/wrong_turn_5_2012,/m/wrong_turn_5_2012,Wrong Turn 5,"[""Horror"",""Mystery & Suspense""]",R,2012,null,17
/m/hare_krishna_the_mantra_the_movement_and_the_swami_who_started_it_all_2017,/m/hare_krishna_the_mantra_the_movement_and_the_swami_who_started_it_all_2017,"Hare Krishna! The Mantra, The Movement And The Swami Who Started It All","[""Documentary""]",NR,2017,20,94
/m/faults,/m/faults,Faults,"[""Drama"",""Mystery & Suspense""]",NR,2015,91,68
/m/star_trek_iii_the_search_for_spock,/m/star_trek_iii_the_search_for_spock,Star Trek III - The Search for Spock,"[""Action & Adventure"",""Science Fiction & Fantasy""]",PG,1984,80,61
/m/people_speak,/m/people_speak,The People Speak,"[""Documentary"",""Special Interest""]",NR,2009,null,79
/m/10010066-push,/m/10010066-push,Push,"[""Mystery & Suspense"",""Science Fiction & Fantasy""]",PG-13,2009,23,42
/m/examined_life,/m/examined_life,Examined Life,"[""Art House & International"",""Documentary"",""Faith & Spirituality""]",NR,2009,77,73
/m/1198658-i_love_you_beth_cooper,/m/1198658-i_love_you_beth_cooper,I Love You Beth Cooper,"[""Comedy""]",PG-13,2009,13,32
/m/dangerous_liaisons_1959,/m/dangerous_liaisons_1959,Dangerous Liaisons (Les Liaisons Dangereuses),"[""Art House & International"",""Drama"",""Romance""]",NR,1959,88,71
/m/ballad_of_jack_and_rose,/m/ballad_of_jack_and_rose,The Ballad of Jack and Rose,"[""Drama""]",R,2005,47,62
/m/contractor,/m/contractor,The Contractor,"[""Action & Adventure""]",R,2007,null,28
/m/caterina_in_the_big_city,/m/caterina_in_the_big_city,Caterina in the Big City,"[""Art House & International"",""Comedy"",""Drama""]",NR,2003,89,77
/m/whats_the_matter_with_kansas,/m/whats_the_matter_with_kansas,What's the Matter with Kansas?,"[""Documentary"",""Special Interest""]",NR,2009,60,59
/m/i_live_my_life,/m/i_live_my_life,I Live My Life,"[""Drama"",""Romance""]",NR,1935,null,57
/m/stardust_memories,/m/stardust_memories,Stardust Memories,"[""Comedy"",""Drama""]",PG,1980,68,78
/m/great_balls_of_fire,/m/great_balls_of_fire,Great Balls of Fire,"[""Drama""]",PG-13,1989,63,53
/m/manito,/m/manito,Manito,"[""Drama""]",NR,2003,94,73
/m/exploding_girl,/m/exploding_girl,The Exploding Girl,"[""Documentary"",""Drama""]",NR,2010,76,54
/m/blue_hill_avenue,/m/blue_hill_avenue,Blue Hill Avenue,"[""Action & Adventure"",""Drama"",""Mystery & Suspense""]",R,2001,null,92
/m/broken_2012,/m/broken_2012,Broken,"[""Documentary"",""Drama"",""Special Interest""]",NR,2013,63,73
/m/two_men_in_town,/m/two_men_in_town,Deux Hommes dans la Ville (Two Against the Law) (Two Men in Town),"[""Art House & International"",""Drama""]",NR,1973,null,76
/m/h_2014,/m/h_2014,H.,"[""Drama""]",NR,2014,89,34
/m/traffic_in_souls,/m/traffic_in_souls,Traffic in Souls,"[""Classics"",""Drama""]",NR,1913,null,50
/m/code_46,/m/code_46,Code 46,"[""Drama"",""Science Fiction & Fantasy"",""Romance""]",R,2004,50,59
/m/safe_house_1999,/m/safe_house_1999,Safe House,"[""Action & Adventure"",""Mystery & Suspense"",""Television""]",NR,1999,null,70
/m/wolves_at_the_door,/m/wolves_at_the_door,Wolves at the Door,"[""Horror"",""Mystery & Suspense""]",R,2016,null,27
/m/murder_in_mind,/m/murder_in_mind,Murder in Mind,"[""Drama"",""Mystery & Suspense""]",R,1997,null,25
/m/6_below_miracle_on_the_mountain,/m/6_below_miracle_on_the_mountain,6 Below: Miracle On The Mountain,"[""Drama"",""Mystery & Suspense""]",PG-13,2017,22,55
/m/untitled,/m/untitled,(Untitled),"[""Comedy""]",R,2009,65,57
/m/evil_that_men_do,/m/evil_that_men_do,The Evil That Men Do,"[""Action & Adventure"",""Drama"",""Mystery & Suspense"",""Western""]",R,1984,40,39
/m/hollywood_revue_of_1929,/m/hollywood_revue_of_1929,The Hollywood Revue of 1929,"[""Classics"",""Musical & Performing Arts""]",NR,1929,40,24
/m/the_great_man_votes,/m/the_great_man_votes,The Great Man Votes,"[""Drama""]",NR,1939,null,67
/m/the-fall-2008,/m/the-fall-2008,The Fall,"[""Action & Adventure"",""Art House & International"",""Drama"",""Science Fiction & Fantasy""]",R,2006,61,85
/m/1043853-bitter_harvest,/m/1043853-bitter_harvest,Bitter Harvest,"[""Action & Adventure"",""Comedy"",""Drama"",""Mystery & Suspense""]",R,1993,null,26
/m/the_dark_tapes,/m/the_dark_tapes,The Dark Tapes,"[""Horror""]",NR,2017,90,57
/m/santa-smokes,/m/santa-smokes,Santa Smokes,"[""Comedy"",""Drama""]",NR,2002,67,67
/m/aimy_in_a_cage,/m/aimy_in_a_cage,Aimy In a Cage,"[""Drama""]",NR,2015,60,82
/m/1004903-creature,/m/1004903-creature,Creature,"[""Horror"",""Science Fiction & Fantasy""]",R,1985,null,12
/m/playboys,/m/playboys,The Playboys,"[""Art House & International"",""Drama"",""Romance""]",PG-13,1992,92,54
/m/seeking_a_friend_for_the_end_of_the_world,/m/seeking_a_friend_for_the_end_of_the_world,Seeking a Friend for the End of the World,"[""Comedy""]",R,2012,55,53
/m/1003076-brians_song,/m/1003076-brians_song,Brian's Song,"[""Classics"",""Drama"",""Television""]",G,1970,85,82
/m/suzy,/m/suzy,Suzy,"[""Action & Adventure"",""Comedy"",""Drama"",""Mystery & Suspense"",""Romance""]",NR,1936,null,65
/m/the_outsider_2006,/m/the_outsider_2006,The Outsider,"[""Documentary"",""Musical & Performing Arts"",""Special Interest"",""Television""]",NR,2006,65,43
/m/meotjin-haru,/m/meotjin-haru,Meotjin haru (My Dear Enemy),"[""Art House & International"",""Romance""]",NR,2008,100,85
/m/half_japanese_the_band_that_would_be_king,/m/half_japanese_the_band_that_would_be_king,Half Japanese: The Band that Would Be King,"[""Documentary"",""Musical & Performing Arts""]",NR,1993,100,92
/m/escape_from_bad_girls_dormitory,/m/escape_from_bad_girls_dormitory,Escape from Bad Girls Dormitory,"[""Action & Adventure"",""Comedy"",""Drama""]",R,1986,null,38
/m/unbound_captives,/m/unbound_captives,Unbound Captives,"[""Drama""]",NR,2013,null,92
/m/exit_humanity,/m/exit_humanity,Exit Humanity,"[""Drama"",""Horror"",""Western""]",NR,2013,null,40
/m/timecop,/m/timecop,Timecop,"[""Action & Adventure"",""Science Fiction & Fantasy""]",R,1994,45,36
/m/hey_boo_harper_lee_and_to_kill_a_mockingbird,/m/hey_boo_harper_lee_and_to_kill_a_mockingbird,"Hey, Boo: Harper Lee and 'To Kill a Mockingbird'","[""Documentary"",""Special Interest""]",NR,2011,77,81
/m/1053321-adventures_of_prince_achmed,/m/1053321-adventures_of_prince_achmed,The Adventures of Prince Achmed,"[""Animation"",""Art House & International"",""Kids & Family"",""Science Fiction & Fantasy""]",NR,1926,100,90
/m/a_song_for_martin,/m/a_song_for_martin,A Song for Martin,"[""Art House & International"",""Drama""]",PG-13,2002,85,84
/m/delirium_photos_of_gioia,/m/delirium_photos_of_gioia,Le Foto di Gioia (Delirium: Photo of Gioia) (Photos of Joy),"[""Art House & International"",""Horror"",""Mystery & Suspense""]",NR,1987,null,32
/m/zeyda-and-the-hitman-running-with-the-hitman,/m/zeyda-and-the-hitman-running-with-the-hitman,Zeyda and the Hitman (Running with the Hitman),"[""Comedy""]",NR,2004,null,30
/m/irreplaceable_you,/m/irreplaceable_you,Irreplaceable You,"[""Comedy"",""Drama"",""Romance""]",NR,2018,32,58
/m/lawless_breed,/m/lawless_breed,The Lawless Breed,"[""Action & Adventure"",""Classics"",""Western""]",NR,1953,null,57
/m/cable_guy,/m/cable_guy,The Cable Guy,"[""Comedy""]",PG-13,1996,53,51
/m/children_of_invention,/m/children_of_invention,Children Of Invention,"[""Drama""]",NR,2010,79,60
/m/1066292-undead,/m/1066292-undead,The Undead,"[""Classics"",""Drama"",""Horror"",""Mystery & Suspense"",""Science Fiction & Fantasy""]",NR,1957,null,19
/m/respiro,/m/respiro,Respiro,"[""Art House & International"",""Comedy"",""Drama""]",PG-13,2003,76,86
/m/the_chateau,/m/the_chateau,The Chateau,"[""Comedy"",""Drama""]",R,2002,50,31
/m/linda_ronstadt_the_sound_of_my_voice,/m/linda_ronstadt_the_sound_of_my_voice,Linda Ronstadt: The Sound of My Voice,"[""Documentary""]",PG-13,2019,88,98
/m/wrong_turn,/m/wrong_turn,Wrong Turn,"[""Horror"",""Mystery & Suspense""]",R,2003,40,54
/m/eating_raoul,/m/eating_raoul,Eating Raoul,"[""Comedy"",""Cult Movies""]",R,1982,86,71
/m/teacher_of_the_year_2014,/m/teacher_of_the_year_2014,Teacher of the Year,"[""Comedy""]",NR,2015,100,60
/m/rise_of_the_guardians_2012,/m/rise_of_the_guardians_2012,Rise of the Guardians,"[""Action & Adventure"",""Animation"",""Kids & Family""]",PG,2012,74,80
/m/juncture,/m/juncture,Juncture,"[""Action & Adventure"",""Mystery & Suspense""]",R,2007,null,16
/m/danger_diabolik,/m/danger_diabolik,Danger: Diabolik,"[""Action & Adventure"",""Classics"",""Mystery & Suspense"",""Special Interest""]",PG-13,1968,70,72
/m/motor-psycho,/m/motor-psycho,Motor Psycho,"[""Action & Adventure"",""Drama"",""Horror"",""Mystery & Suspense""]",R,1965,null,60
/m/1059003-true_crime,/m/1059003-true_crime,True Crime,"[""Mystery & Suspense""]",R,1995,null,44
/m/baby_peggy_the_elephant_in_the_room,/m/baby_peggy_the_elephant_in_the_room,Baby Peggy: The Elephant in the Room,"[""Documentary"",""Special Interest""]",NR,2012,100,75
/m/clouds_of_may,/m/clouds_of_may,Clouds of May (Mayis Sikintisi),"[""Art House & International"",""Drama""]",NR,1999,null,83
/m/1092437-in_too_deep,/m/1092437-in_too_deep,In Too Deep,"[""Action & Adventure"",""Drama"",""Mystery & Suspense""]",R,1999,36,75
/m/10010084-wherever_you_are,/m/10010084-wherever_you_are,Wherever You Are (Lifelines),"[""Comedy"",""Drama""]",NR,2008,63,100
/m/street-fighter-alpha-the-movie,/m/street-fighter-alpha-the-movie,Street Fighter Zero (Street Fighter Alpha),"[""Action & Adventure"",""Animation"",""Anime & Manga"",""Art House & International""]",NR,2000,null,56
/m/bigger_than_life,/m/bigger_than_life,Bigger Than Life,"[""Drama""]",NR,1956,90,85
/m/bloody_pit_of_horror,/m/bloody_pit_of_horror,Il Boia scarlatto (Bloody Pit of Horror)(The Scarlet Hangman)(A Tale of Torture),"[""Art House & International"",""Horror""]",NR,1965,null,22
/m/rich_girl,/m/rich_girl,Rich Girl,"[""Comedy"",""Drama""]",R,1991,null,100
/m/miss_julie_2014,/m/miss_julie_2014,Miss Julie,"[""Drama""]",PG-13,2014,51,25
/m/1004047-children_of_the_corn,/m/1004047-children_of_the_corn,Children of the Corn,"[""Cult Movies"",""Horror"",""Mystery & Suspense""]",R,1984,35,40
/m/three_smart_girls_grow_up,/m/three_smart_girls_grow_up,Three Smart Girls Grow Up,"[""Classics"",""Comedy"",""Musical & Performing Arts"",""Romance""]",NR,1939,null,71
/m/beautiful_creatures_2013,/m/beautiful_creatures_2013,Beautiful Creatures,"[""Drama"",""Science Fiction & Fantasy"",""Romance""]",PG-13,2013,47,54
/m/informant_2013,/m/informant_2013,Informant,"[""Documentary"",""Special Interest""]",NR,2013,89,62
/m/a_crack_in_the_floor,/m/a_crack_in_the_floor,A Crack in the Floor,"[""Horror"",""Mystery & Suspense""]",R,2001,null,9
/m/christmas_family_tragedy,/m/christmas_family_tragedy,A Christmas Family Tragedy,"[""Documentary"",""Special Interest""]",NR,2007,null,40
/m/the_lorax,/m/the_lorax,The Lorax,"[""Animation"",""Comedy"",""Kids & Family"",""Television""]",NR,1972,null,83
/m/distant_voices_still_lives,/m/distant_voices_still_lives,"Distant Voices, Still Lives","[""Drama""]",PG-13,1988,79,83
/m/my_brilliant_career,/m/my_brilliant_career,My Brilliant Career,"[""Art House & International"",""Drama"",""Romance""]",G,1979,84,68
/m/rudy,/m/rudy,Rudy,"[""Drama"",""Kids & Family""]",PG,1993,78,90
/m/horrors_of_the_black_museum,/m/horrors_of_the_black_museum,Horrors of the Black Museum,"[""Classics"",""Drama"",""Horror""]",NR,1959,null,24
/m/ms_purple,/m/ms_purple,Ms. Purple,"[""Drama""]",NR,2019,86,73
/m/the_shepherd_of_the_hills,/m/the_shepherd_of_the_hills,The Shepherd of the Hills,"[""Action & Adventure"",""Classics"",""Drama"",""Western""]",NR,1941,null,59
/m/swinging_with_the_finkels,/m/swinging_with_the_finkels,Swinging With The Finkels,"[""Comedy"",""Romance""]",R,2011,null,20
/m/mad_monkey_kung_fu,/m/mad_monkey_kung_fu,Mad Monkey Kung Fu,"[""Action & Adventure"",""Art House & International""]",NR,1980,null,70
/m/1083688-return_to_paradise,/m/1083688-return_to_paradise,Return to Paradise,"[""Drama"",""Mystery & Suspense""]",R,1998,71,74
/m/porkys,/m/porkys,Porky's,"[""Comedy""]",NR,2004,null,60
/m/schneider_vs_bax,/m/schneider_vs_bax,Schneider vs. Bax,"[""Comedy"",""Drama"",""Mystery & Suspense""]",NR,2015,63,51
/m/saturday_night_fever,/m/saturday_night_fever,Saturday Night Fever,"[""Classics"",""Drama"",""Musical & Performing Arts""]",R,1977,83,72
/m/1215790-carriers,/m/1215790-carriers,Carriers,"[""Drama"",""Horror"",""Mystery & Suspense"",""Science Fiction & Fantasy""]",PG-13,2009,66,39
